"department _number","department_title","employment_type","ethnicity","gender","job_num","job_status","job_title","mou","mou_title","pay_year","record_num","benefit_pay","retirement_contributions","other_pay","overtime_pay","regular_pay","total_pay"
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","ENGINEER OF FIRE DEPARTMENT",23,"FIREFIGHTERS AND FIRE CAPTAINS",2022,3.838333237E+09,10184.16,31182.99,792,33396.25,66559.2,100747.45
66,"PERSONNEL","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","CLERK",3,"CLERICAL",2021,3.13735363733E+11,0,0,0,0,15644.2,15644.2
98,"WATER AND POWER","FULL_TIME","FILIPINO","MALE",*,"ACTIVE","ELTL ENGR ASSOC",3,"PROFESSIONAL UNIT",2017,3.33736343833E+11,11110.47,0,300,510.17,61812.33,62622.5
42,"HARBOR","FULL_TIME","ASIAN","FEMALE",*,"ACTIVE","SENIOR MANAGEMENT ANALYST II",20,"SUPERVISORY ADMINISTRATIVE",2018,3.136323931E+09,593.56,31240.05,1232.69,0,105327.2,106559.89
88,"RECREATION AND PARKS","PART_TIME","ASIAN","MALE",*,"ACTIVE","PARK ACTIVITY MONITOR",3,"CLERICAL",2015,3.73135373633E+11,0,0,141.71,191.96,20569.41,20903.08
74,"PUBLIC WORKS - BOARD OF PUBLIC WORKS","PART_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","STUDENT PROFESSIONAL WORKER",0,"NON-REPRESENTED",2019,3.03739313034E+11,0,0,0,0,17952.32,17952.32
98,"WATER AND POWER","FULL_TIME","HISPANIC","FEMALE",1924-02,"NOT_ACTIVE","SECY LEGAL",7,"CLERICAL UNIT",2018,3.73233343933E+11,9366.9,0,30,460.37,66806.09,67296.46
8,"BUILDING AND SAFETY","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","STRUCTURAL ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2017,3.131383032E+09,17230.07,31124.91,137.34,73023,104939,178099.34
39,"OFFICE OF FINANCE","FULL_TIME","ASIAN","MALE",*,"ACTIVE","SENIOR TAX AUDITOR",20,"SUPERVISORY ADMINISTRATIVE",2015,3.931333139E+09,14700.72,32583.76,7868.92,0,109857.6,117726.52
88,"RECREATION AND PARKS","PART_TIME","ASIAN","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2020,3.53431333733E+11,0,0,13,0,0,13
70,"POLICE","FULL_TIME","HISPANIC","MALE",2223-03,"ACTIVE","POLICE DETECTIVE III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.834343932E+09,18511,66862.82,1825,1201.46,142716.8,145743.26
88,"RECREATION AND PARKS","PART_TIME","BLACK","MALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2014,3.23735383433E+11,0,0,0,0,2234.77,2234.77
4,"AIRPORTS","FULL_TIME","HISPANIC","FEMALE",3225-01,"NOT_ACTIVE","AIRPORT POLICE OFFICER I",30,"LOS ANGELES AIRPORT PEACE OFFICERS",2015,3.43030333733E+11,2680.93,6665.1,0,0,22471.68,22471.68
8,"BUILDING AND SAFETY","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","BUILDING MECHANICAL INSPECTOR",5,"INSPECTORS",2019,3.93039393732E+11,15180.24,31711.92,6091.29,957.02,106918.14,113966.45
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2019,3.032333236E+09,16456.96,50146.74,1506,56080.14,107036.8,164622.94
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","MANAGEMENT ANALYST",4,"ADMINISTRATIVE REPRESENTATION UNIT",2020,3.73433313932E+11,24845.07,7324,4659.6,2812.7,110969.78,118442.08
43,"HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2020,3.73332323833E+11,7334.92,13006.32,361.48,2564.3,43851.39,46777.17
94,"TRANSPORTATION","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER II",3,"CLERICAL",2015,3.33334333733E+11,0,0,0,0,7334.22,7334.22
44,"LIBRARY","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","MESSENGER CLERK",3,"CLERICAL",2020,3.23336353034E+11,0,0,73.32,0,2554.37,2627.69
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","MECHANICAL HELPER",14,"SERVICE AND CRAFT",2020,3.33131353932E+11,15508.1,17743.87,2371.73,2107.66,59824.24,64303.63
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2016,3.73630363031E+11,2192.4,0,571.16,0,10296,10867.16
98,"WATER AND POWER","FULL_TIME",,"FEMALE",1921-06,"ACTIVE","CHEMIST",3,"PROFESSIONAL UNIT",2014,3.03836353031E+11,18124.69,6259,1145.19,0,94827.2,95972.39
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","LOCKER ROOM ATTENDANT",3,"CLERICAL",2015,3.13537383932E+11,0,0,1.48,0,10555.16,10556.64
70,"POLICE","FULL_TIME","HISPANIC","MALE",2227-02,"ACTIVE","POLICE SERGEANT II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.135303632E+09,581,37670.02,2225,22449.27,80405.6,105079.87
42,"HARBOR","PART_TIME","CAUCASIAN","MALE",*,"ACTIVE","PLUMBER II - HIRING HALL",35,"CRAFT WORKERS/ HIRING HALL",2021,3.73138363433E+11,0,0,5470.87,0,70483.28,75954.15
43,"HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","FULL_TIME","CAUCASIAN","MALE",1569-01,"NOT_ACTIVE","REHABILITATION CONSTRUCTION SPECIALIST I",5,"INSPECTORS",2013,3.032313936E+09,16183.92,27583.63,10018.25,0,92999.41,103017.66
98,"WATER AND POWER","FULL_TIME","ASIAN","MALE",1919-11,"ACTIVE","CIVIL ENGINEERING ASSOCIATE",3,"PROFESSIONAL UNIT",2013,3.834313337E+09,17111.02,7542,11301.81,0,114271.42,125573.23
68,"CITY PLANNING","PART_TIME","FILIPINO","FEMALE",*,"NOT_ACTIVE","STUDENT PROFESSIONAL WORKER",0,"NON-REPRESENTED",2014,3.23631363633E+11,0,0,32.32,0,11139.6,11171.92
4,"AIRPORTS","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","CUSTODIAN - AIRPORTS",15,"SERVICE EMPLOYEES",2017,3.232303135E+09,14431.43,15385.4,1285,8701.84,51872.56,61859.4
98,"WATER AND POWER","FULL_TIME","BLACK","FEMALE",1230-05,"ACTIVE","COML SRVC REPTV",7,"CLERICAL UNIT",2021,3.83236303431E+11,7539.81,3679,3382.57,884.81,55743.03,60010.41
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","SECURITY OFFICER",18,"SAFETY / SECURITY",2015,3.137373337E+09,16276.56,19701.2,12125.04,72588.93,66423.45,151137.42
88,"RECREATION AND PARKS","PART_TIME","BLACK","FEMALE",*,"ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2020,3.03835323833E+11,6216.22,0,1195.08,428.16,18487.31,20110.55
68,"CITY PLANNING","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","CITY PLANNER",19,"SUPERVISORY TECHNICAL",2020,3.73431383433E+11,16996.34,29852.81,2454.03,7587.98,100650.08,110692.09
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1910-08,"ACTIVE","ELECTRIC DISTRIBUTION MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2014,3.83235373633E+11,18124.69,1275,976.26,7248.66,19318.06,27542.98
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","CIVIL ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2022,3.13033353333E+11,4245.12,13459.47,2321.62,0,45379.2,47700.82
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","SPECIAL PROGRAM ASSISTANT III",4,"EQUIPMENT OPERATION AND LABOR",2018,3.73337363832E+11,0,0,2.98,0,0,2.98
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2013,3.43830353031E+11,6304.34,0,85.26,0,14612.36,14697.62
98,"WATER AND POWER","FULL_TIME","ASIAN AMERICAN","FEMALE",1483-05,"ACTIVE","PRNTG SRVCS SUPV",*,"SUPERVISORY CLERICAL AND ADMINISTRATIVE UNIT",2019,3.73432323132E+11,23853.2,6229,1700.28,0,94377.5,96077.78
38,"FIRE","FULL_TIME","HISPANIC","MALE",2142-01,"ACTIVE","FIRE CAPTAIN I",23,"FIREFIGHTERS AND FIRE CAPTAINS",2022,3.639363933E+09,8892.3,33556.59,612,32753.79,71625.6,104991.39
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.23536313034E+11,10042.96,18129.08,317.16,4343.75,38696,43356.91
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3879-05,"ACTIVE","ELECTRIC DISTRIBUTION MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2019,3.93734303633E+11,23834.95,7378,3091.57,36426.84,111781.41,151299.82
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.53736323033E+11,6460.3,19389.53,0,10017.39,41386.4,51403.79
39,"OFFICE OF FINANCE","FULL_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","CUSTOMER SERVICE SPECIALIST",3,"CLERICAL",2013,3.833343033E+09,14630.4,19976.18,3556.96,0,67350.56,70907.52
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-01,"NOT_ACTIVE","FIREFIGHTER I",23,"FIREFIGHTERS AND FIRE CAPTAINS",2017,3.23731303933E+11,1816,4178.52,306,1476.48,14088.08,15870.56
98,"WATER AND POWER","FULL_TIME","NOT APPLICABLE","FEMALE",1431-03,"ACTIVE","PRGMR ANLST",3,"PROFESSIONAL UNIT",2020,3.83234353833E+11,8664,0,3960.4,6577.82,106869.18,117407.4
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3799-02,"NOT_ACTIVE","ELTL CRFT HLPR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2020,*,12550.82,0,390,9187.86,47073.6,56651.46
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1910-03,"ACTIVE","HEAVY DUTY EQUIPMENT MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2014,3.93136323233E+11,18124.69,5812,910,6964.94,88067.2,95942.14
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","STM PLT MTNC MCHC",6,"STEAM PLANT AND WATER SUPPLY UNIT",2018,3.13135313632E+11,19393.16,7160,6660.11,19964.05,108487.42,135111.58
4,"AIRPORTS","FULL_TIME","ASIAN","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2021,3.23836323832E+11,16203.12,12780.57,0,0,43090.24,43090.24
68,"CITY PLANNING","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","CITY PLANNING ASSOCIATE",21,"TECHNICAL",2022,3.03332363633E+11,3253.69,10033.15,0,0,33827.2,33827.2
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",1131-01,"ACTIVE","SWIMMING POOL CLERK I",3,"CLERICAL",2016,3.63534373433E+11,0,0,100,0,3058,3158
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","STREET SERVICES INVESTIGATOR",5,"INSPECTORS",2021,3.63538373832E+11,20445.84,24981.89,15842.31,2547.94,84227.55,102617.8
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"NOT_ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2015,3.33835303233E+11,15373.3,42356.34,4536,23213.73,90408.4,118158.13
38,"FIRE","FULL_TIME","HISPANIC","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2019,3.23637323833E+11,16456.96,46241.32,2045.46,55094.15,98700.8,155840.41
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","LABORATORY TECHNICIAN II",21,"TECHNICAL",2019,3.03135333833E+11,7371.6,16288.8,637.22,394.65,54918.4,55950.27
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","TREE SURGEON",4,"EQUIPMENT OPERATION AND LABOR",2019,3.13939373833E+11,19731.84,14364.95,1404.93,8898.02,48432.08,58735.03
88,"RECREATION AND PARKS","FULL_TIME","ASIAN","MALE",2446-02,"NOT_ACTIVE","SENIOR RECREATION DIRECTOR II",11,"RECREATIONAL",2019,3.635333731E+09,8135.79,24500.82,5961.52,0,82605.6,88567.12
94,"TRANSPORTATION","FULL_TIME","BLACK","FEMALE",3218-01,"ACTIVE","SENIOR TRAFFIC SUPERVISOR I",12,"SUPERVISORY BLUE COLLAR",2013,3.236323135E+09,12253.92,20782.12,3108.19,33799.31,70067.85,106975.35
66,"PERSONNEL","PART_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","EXAMINING ASSISTANT CIVIL SERVICE",0,"NON-REPRESENTED",2016,3.63837363533E+11,0,0,0,0,12120,12120
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","FEMALE",1921-06,"ACTIVE","CHEMIST",3,"PROFESSIONAL UNIT",2015,3.63430353831E+11,18755.63,8145,4776.4,311.48,123406.4,128494.28
82,"PUBLIC WORKS - SANITATION","FULL_TIME","ASIAN","FEMALE",*,"ACTIVE","CHEMIST II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2019,3.33239323034E+11,4783.8,15523.66,369.16,71.37,52338.72,52779.25
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",1835-05,"ACTIVE","STRKPR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2018,3.33637353832E+11,17115.57,5656,3677.5,1570,85696.15,90943.65
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","MALE",*,"ACTIVE","WASTEWATER TREATMENT MECHANIC",9,"PLANT EQUIPMENT OPERATION AND REPAIR",2018,3.43836373533E+11,12402.48,27972.46,3876.02,20718.38,94310.4,118904.8
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2013,3.23432393832E+11,0,0,1.95,0,3930.37,3932.32
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2016,3.73832323733E+11,0,0,100,0,6626.4,6726.4
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2227-02,"ACTIVE","POLICE SERGEANT II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.831313234E+09,18571.24,68609.76,7045,12325.07,146445.6,165815.67
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",2420-01,"NOT_ACTIVE","OPEN WATER LIFEGUARD I",18,"SAFETY / SECURITY",2013,3.03137333533E+11,0,0,0,0,6339.12,6339.12
14,"CITY CLERK","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","ELECTION ASSISTANT II",0,"NON-REPRESENTED",2017,3.43733363833E+11,0,0,0,0,142.5,142.5
40,"GENERAL SERVICES","FULL_TIME","CAUCASIAN","MALE",3711-06,"NOT_ACTIVE","EQUIPMENT MECHANIC",14,"SERVICE AND CRAFT",2013,3.630343132E+09,6540.96,23169.29,2976.63,4956.79,78116.3,86049.72
4,"AIRPORTS","FULL_TIME","FILIPINO","MALE",3225-02,"NOT_ACTIVE","AIRPORT POLICE OFFICER II",30,"LOS ANGELES AIRPORT PEACE OFFICERS",2016,3.230313432E+09,16305.94,28263.16,3646.2,17402.5,95290.5,116339.2
70,"POLICE","FULL_TIME","FILIPINO","FEMALE",*,"ACTIVE","SECRETARY",3,"CLERICAL",2021,3.135303237E+09,2065.56,6197.04,0,0,20893.6,20893.6
82,"PUBLIC WORKS - SANITATION","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","WASTEWATER TREATMENT OPERATOR III",9,"PLANT EQUIPMENT OPERATION AND REPAIR",2017,3.631383132E+09,14946.17,32701.5,2656.21,10572.05,110254.56,123482.82
98,"WATER AND POWER","FULL_TIME",,,1903-12,"ACTIVE","PROGRAMMER ANALYST",3,"PROFESSIONAL UNIT",2013,*,17111.02,8661,1970.34,0,131227.2,133197.54
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2014,3.33339363633E+11,0,0,0,0,518.05,518.05
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",3580-02,"ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2018,3.23835333933E+11,17439.29,19366.79,1120.01,16466.6,65296,82882.61
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2013,3.43337373932E+11,6226.8,0,85.26,0,14696,14781.26
42,"HARBOR","FULL_TIME","BLACK","MALE",1576-04,"NOT_ACTIVE","TRANSITIONAL WORKER",4,"EQUIPMENT OPERATION AND LABOR",2020,3.53635323533E+11,1638.46,1551.1,200,0,5606.59,5806.59
40,"GENERAL SERVICES","FULL_TIME","BLACK","MALE",*,"ACTIVE","CUSTODIAN",15,"SERVICE EMPLOYEES",2020,3.13230333031E+11,8066.66,15839.3,2780.15,1168.01,53402.9,57351.06
42,"HARBOR","PART_TIME","ASIAN","MALE",*,"NOT_ACTIVE","STUDENT WORKER",0,"NON-REPRESENTED",2020,3.63135353034E+11,0,0,79.2,0,0,79.2
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","WASTEWATER TREATMENT ELECTRICIAN I",2,"BUILDING TRADES",2022,3.33339373633E+11,10521,16522.84,4683.03,0,55707.48,60390.51
94,"TRANSPORTATION","FULL_TIME","BLACK","MALE",3214-02,"NOT_ACTIVE","TRAFFIC OFFICER II",18,"SAFETY / SECURITY",2016,3.435353235E+09,14181.36,17082.3,1479.25,0,57593.74,59072.99
38,"FIRE","FULL_TIME","BLACK","MALE",2128-02,"NOT_ACTIVE","FIRE INSPECTOR II",23,"FIREFIGHTERS AND FIRE CAPTAINS",2013,3.735363335E+09,14548.44,49994.23,7447.7,42238.54,114780.07,164466.31
82,"PUBLIC WORKS - SANITATION","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","PLANT EQUIPMENT TRAINEE",9,"PLANT EQUIPMENT OPERATION AND REPAIR",2016,3.13339383633E+11,5534.36,9895.86,1161.48,2712.21,33364.32,37238.01
94,"TRANSPORTATION","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","CROSSING GUARD",34,"CROSSING GUARDS",2020,3.933333235E+09,0,0,0,0,350,350
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2022,3.934383638E+09,4078.2,0,1085.55,154.26,8175.78,9415.59
94,"TRANSPORTATION","PART_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","CROSSING GUARD",34,"CROSSING GUARDS",2014,3.636333934E+09,6239.86,0,4107.74,0,10489.8,14597.54
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2016,3.13838303733E+11,822.15,0,100,361.44,15543.43,16004.87
98,"WATER AND POWER","FULL_TIME","BLACK","MALE",1920-08,"ACTIVE","ELECTRICAL ENGINEER",*,"SUPERVISORY PROFESSIONAL UNIT",2014,3.131363036E+09,18124.69,9535,7371.46,42092.82,144476.8,193941.08
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2142-01,"NOT_ACTIVE","FIRE CAPTAIN I",23,"FIREFIGHTERS AND FIRE CAPTAINS",2017,3.836383032E+09,16848,67515.49,2229.33,116856.24,144109.91,263195.48
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2227-01,"ACTIVE","POLICE SERGEANT I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.135323931E+09,9382.06,30070.95,2280,12435.96,64185.6,78901.56
12,"CITY ATTORNEY","FULL_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","LEGAL CLERK II",3,"CLERICAL",2015,3.939303334E+09,6729.12,16411.12,647.6,0,55330.8,55978.4
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2142-01,"ACTIVE","FIRE CAPTAIN I",23,"FIREFIGHTERS AND FIRE CAPTAINS",2020,3.337373039E+09,19466.48,72967.94,4346.07,26023.57,155748,186117.64
70,"POLICE","FULL_TIME","OTHER","MALE",*,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.23336333533E+11,5211.17,15534.89,540.8,34.47,41601.24,42176.51
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3115-01,"NOT_ACTIVE","MTNC CONSTR HLPR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2020,*,1897.01,0,653.2,0,6936,7589.2
70,"POLICE","FULL_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","MANAGEMENT ANALYST II",1,"ADMINISTRATIVE",2014,3.837393533E+09,16260.24,25858.63,0,0,87183.52,87183.52
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",2418-02,"ACTIVE","ASSISTANT PARK SERVICES ATTENDANT II",3,"CLERICAL",2021,3.336373832E+09,7928.4,0,699.19,0,12139.29,12838.48
42,"HARBOR","PART_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","CARPENTER - HIRING HALL",35,"CRAFT WORKERS/ HIRING HALL",2020,3.43733333133E+11,0,0,1965.6,0,12198.8,14164.4
40,"GENERAL SERVICES","FULL_TIME","BLACK","MALE",*,"ACTIVE","PROJECT ASSISTANT",1,"ADMINISTRATIVE",2019,3.830363434E+09,15180.24,21599.81,2215,0,72824.7,75039.7
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","GARDENER CARETAKER",4,"EQUIPMENT OPERATION AND LABOR",2019,3.733343437E+09,9823.02,13315.73,200,1454.29,44894.56,46548.85
4,"AIRPORTS","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","AIR CONDITIONING MECHANIC",2,"BUILDING TRADES",2018,3.436343334E+09,19731.84,27877.54,2097.29,3057.57,93990.37,99145.23
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","CUSTODIAN - AIRPORTS",15,"SERVICE EMPLOYEES",2017,3.032323038E+09,18572.58,15422.33,1781.84,14427,51997.06,68205.9
70,"POLICE","FULL_TIME","BLACK","FEMALE",2223-01,"NOT_ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.431353531E+09,3959.03,26076,7298.73,22.44,54312.09,61633.26
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2018,3.53232303034E+11,0,0,0,0,2966.64,2966.64
94,"TRANSPORTATION","PART_TIME","HISPANIC","MALE",*,"ACTIVE","CROSSING GUARD",34,"CROSSING GUARDS",2021,3.13333373733E+11,7384.32,0,9968.72,0,45991,55959.72
42,"HARBOR","FULL_TIME","BLACK","MALE",*,"ACTIVE","STREET SERVICES WORKER II",4,"EQUIPMENT OPERATION AND LABOR",2021,3.43239383833E+11,8736.24,17043.12,200,176.88,57461.64,57838.52
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2019,3.33234363633E+11,0,0,0,0,9644.32,9644.32
82,"PUBLIC WORKS - SANITATION","FULL_TIME","ASIAN","FEMALE",1461-03,"NOT_ACTIVE","COMMUNICATIONS INFORMATION REPRESENTATIVE III",3,"CLERICAL",2019,3.43633353733E+11,8397.48,9673.43,300,2360.69,32614.4,35275.09
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","PLANT EQUIPMENT TRAINEE",9,"PLANT EQUIPMENT OPERATION AND REPAIR",2019,3.53636313933E+11,4373.39,5843.26,565.89,389.71,19700.8,20656.4
70,"POLICE","FULL_TIME","BLACK","FEMALE",2234-02,"NOT_ACTIVE","CRIMINALIST II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2018,3.93930303133E+11,8302.56,37030.03,2453.45,22003,124848.39,149304.84
94,"TRANSPORTATION","FULL_TIME","HISPANIC","MALE",3214-02,"ACTIVE","TRAFFIC OFFICER II",18,"SAFETY / SECURITY",2016,3.53339383133E+11,11225.04,18170.43,1378,20177.04,61262.4,82817.44
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"NOT_ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2014,3.33838393033E+11,8513.74,42223.28,5267.6,27320.55,90124.4,122712.55
88,"RECREATION AND PARKS","PART_TIME","BLACK","MALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2021,3.63733323733E+11,0,0,60.5,0,2211.88,2272.38
42,"HARBOR","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","STUDENT WORKER",0,"NON-REPRESENTED",2015,3.53733383433E+11,0,0,0,0,2721.82,2721.82
70,"POLICE","FULL_TIME","OTHER","FEMALE",*,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.63537313533E+11,1795.86,6924.06,1529,2212.26,14779.2,18520.46
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","FEMALE",1461-02,"ACTIVE","COMMUNICATIONS INFORMATION REPRESENTATIVE II",3,"CLERICAL",2021,3.33534373034E+11,20112,15257.53,0,3631.76,51441.44,55073.2
46,"MAYOR","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","MAYORAL AIDE IV",0,"NON-REPRESENTED",2022,3.43638323533E+11,4517.58,11415.07,0,0,38486.4,38486.4
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3711-05,"ACTIVE","EQPT MCHC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2016,3.63433323633E+11,13603.03,0,1090,8581.35,49540,59211.35
